Ref,Status,Location,Description,Created,Target,Type,To Package,Status Changed,Association,OverDue,Images,Comments,Documents,Priority,Cause,project,Report Status,Task Group
T76201.295,EHS Good Observation,1328 - Townsend St,Water butt installed on site to reuse rainwater for cleaning site facilities,13/09/2019,,Safety Notice (Green) - Good Observation,Main Contractor,13/09/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,Best Practice,JPC - Safety - Environmental,1328,Closed,Safety
T76201.294,EHS Good Observation,1328 - Townsend St,Good clear unobstructed access routes segregating site personnel and machinery,13/09/2019,,Safety Notice (Green) - Good Observation,Main Contractor,13/09/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,Best Practice,JPC - Safety - Access,1328,Closed,Safety
T76201.293,EHS Good Observation,1328 - Townsend St,Exclusion zones set up by concrete formwork contractor with dedicated barriers and task specific signage,13/09/2019,,Safety Notice (Green) - Good Observation,Concrete - Formwork,13/09/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,Best Practice,JPC - Safety - Exclusion Zones,1328,Closed,Safety
T1.16812793,3rd Party Sign Off - Closed,QC & BC(A)R>ITP 01 Structural>Block 4>Ground Floor Plan,Contractor to provide certification for the stone in block 4.,12/09/2019,43726,BCAR - Structural,,09/03/2020,FormAnswer,FALSE,FALSE,TRUE,,,,1328,Closed,Design Team
T1.16812792,3rd Party Sign Off - Closed,QC & BC(A)R>ITP 01 Structural>Block 3>Ground Floor Plan,"Wall GL 6, B-C
2H16 trimmers to be provided to sides, top & diagonal of all service opes in the wall.",12/09/2019,43726,BCAR - Structural,,09/03/2020,FormAnswer,FALSE,TRUE,TRUE,,,,1328,Closed,Design Team
T1.16812791,Open / Ongoing Works,QC & BC(A)R>ITP 01 Structural>Block 3>Ground Floor Plan,"Wall GL 6, B-C
Reinforcement generally ok. Ope has been formed for services at the base of the wall, at the southern end. The horizontal bars above the ope are not tied in to the perpendicular wall. Bars to be dowelled into the side of the adjacent concrete using Hilti HIT-HY-200, min 200mm. Also, 2H16 trimmer bars to be added around the ope, also to be dowelled into the concrete on the southern side.",12/09/2019,43726,BCAR - Structural,,28/01/2020,FormAnswer,TRUE,FALSE,TRUE,,,,1328,Open,Design Team
T1.16812790,3rd Party Sign Off - Closed,QC & BC(A)R>ITP 01 Structural>Block 3>Ground Floor Plan,"Wall GL C-D
Lack of cover to the horizontal reinforcement at the north west corner to be addressed.",12/09/2019,43726,BCAR - Structural,,27/04/2020,FormAnswer,FALSE,TRUE,TRUE,,,,1328,Closed,Design Team
T1.16812789,3rd Party Sign Off - Closed,QC & BC(A)R>ITP 01 Structural>Block 3>Ground Floor Plan,"Wall GL B-C
???Contractor to ensure that box-out is left for the transfer beam at the east end of the wall.",12/09/2019,43726,BCAR - Structural,,28/01/2020,FormAnswer,FALSE,FALSE,TRUE,,,,1328,Closed,Design Team
T1.16812788,3rd Party Sign Off - Closed,QC & BC(A)R>ITP 01 Structural>Block 3>Ground Floor Plan,"Wall GL B-C
???Cover to the horizontal reinforcement at the north west corner is very tight. Contractor to ensure that cover is achieved.",12/09/2019,43726,BCAR - Structural,,27/04/2020,FormAnswer,FALSE,TRUE,TRUE,,,,1328,Closed,Design Team
T1.16807380,Closed,QC & BC(A)R>ITP 01 Structural>Block 3>Ground Floor Plan,All pop ups to be capped while concrete works are on going in area. ,12/09/2019,43726,Quality - Works To Complete,,12/09/2019,,FALSE,TRUE,TRUE,,,,1328,Closed,Quality
T1.16807378,Closed JPC Reviewed,QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 3>Ground Floor Plan,Radon membrane sealed around protruding Rebar,12/09/2019,,Quality - Good Observation,,12/09/2019,,FALSE,TRUE,,,,JPC - Quality - Workmanship,1328,Closed,Quality
T76201.291,EHS Good Observation,1328 - Townsend St,Good to see RAPS own extinguisher ,12/09/2019,,Safety Notice (Green) - Good Observation,Concrete - Formwork,12/09/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Plant & Equipment,1328,Closed,Safety
T76201.290,Closed,1328 - Townsend St,Trailing leads,12/09/2019,,Safety Notice (Amber) - General Issue,Concrete - Formwork,20/09/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Lead Management,1328,Closed,Safety
T76201.289,Closed,1328 - Townsend St,SWL of deck required to be displayed ,12/09/2019,,Safety Notice (Amber) - General Issue,Concrete - Formwork,20/09/2019,FormAnswer,FALSE,TRUE,TRUE,FALSE,,JPC - Safety - Temporary Works,1328,Closed,Safety
T76201.288,Closed,1328 - Townsend St,access platform- step change is quite high,12/09/2019,,Safety Notice (Amber) - General Issue,Concrete - Formwork,20/09/2019,FormAnswer,FALSE,TRUE,TRUE,FALSE,,JPC - Safety - Access,1328,Closed,Safety
T76201.287,Closed,1328 - Townsend St,Continuous handrail required ,12/09/2019,,Safety Notice (Amber) - General Issue,Main Contractor,20/09/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Working At Height,1328,Closed,Safety
T76201.286,EHS Good Observation,1328 - Townsend St,Good access unobstructed ,12/09/2019,,Safety Notice (Green) - Good Observation,Concrete - Formwork,12/09/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Access,1328,Closed,Safety
T76201.285,EHS Good Observation,1328 - Townsend St,WAH good footing of ladder,12/09/2019,,Safety Notice (Green) - Good Observation,Concrete - Formwork,12/09/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Ladders,1328,Closed,Safety
T76201.284,Closed,1328 - Townsend St,Dedicated access route to area Area A5,12/09/2019,,Safety Notice (Amber) - General Issue,Main Contractor,20/09/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Access,1328,Closed,Safety
T76201.283,Closed,1328 - Townsend St,Working at height,12/09/2019,,Safety Notice (Red) - Serious Issue,Concrete - Formwork,20/09/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Working At Height,1328,Closed,Safety
T76201.282,Closed,1328 - Townsend St,Materials on working platform and walkway ,12/09/2019,,Safety Notice (Amber) - General Issue,Concrete - Formwork,12/09/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Access,1328,Closed,Safety
T76201.281,Closed,1328 - Townsend St,Working at height,12/09/2019,,Safety Notice (Red) - Serious Issue,Main Contractor,20/09/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Working At Height,1328,Closed,Safety
T76201.280,Closed,1328 - Townsend St,Whiplash check needed with compressed air,12/09/2019,,Safety Notice (Amber) - General Issue,Concrete - Formwork,12/09/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Plant & Equipment,1328,Closed,Safety
T76201.278,Closed,1328 - Townsend St,Accurate location on DSS,12/09/2019,,Safety Notice (Amber) - General Issue,Drainage,12/09/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Quality - Information,1328,Closed,Safety
T84104.272,JPC Sign Off / Closed,QC & BC(A)R>ITP 01 Structural>Block 4>Ground Floor Plan,Rip in radon membrane area 5,11/09/2019,43719,Quality - Snag (aesthetic),Waterproofing,17/09/2019,,FALSE,TRUE,FALSE,FALSE,Medium,JPC - Quality - Damage,1328,Closed,Quality
T76201.277,EHS Good Observation,JPC Project Management>EHS Management>01 Inspections,Good use of the exclusion zones ,11/09/2019,,Safety Notice (Green) - Good Observation,Concrete - Formwork,11/09/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,Medium,JPC - Safety - Access,1328,Closed,Safety
T76201.276,Closed,JPC Project Management>EHS Management>01 Inspections,Walkways to be clear and un obstructed,11/09/2019,,Safety Notice (Amber) - General Issue,Concrete - Formwork,12/09/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,System Failure,JPC - Safety - Access,1328,Closed,Safety
T76201.275,EHS Good Observation,JPC Project Management>EHS Management>01 Inspections,Good use of the mushroom caps,11/09/2019,,Safety Notice (Green) - Good Observation,Concrete - Formwork,11/09/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,Medium,JPC - Safety - Access,1328,Closed,Safety
T92999.18,3rd Party Sign Off - Closed,QC & BC(A)R>ITP 01 Structural>Block 3>Ground Floor Plan,TGD Part A - Precast stairs dowel bars protruding above concrete to cut-off and grouted in. Structural Engineer to comment.,10/09/2019,43724,BCAR - Structural,,24/02/2020,FormAnswer,FALSE,TRUE,TRUE,FALSE,,,1328,Closed,Design Team
T92999.17,3rd Party Sign Off - Closed,QC & BC(A)R>ITP 01 Structural>Block 3>Ground Floor Plan,TGD Part A - Half landing screed to be complete. Structural Engineer to comment.,10/09/2019,43724,BCAR - Structural,,24/02/2020,FormAnswer,FALSE,TRUE,TRUE,FALSE,,,1328,Closed,Design Team
T92999.16,3rd Party Sign Off - Closed,QC & BC(A)R>ITP 01 Structural>Block 3>Ground Floor Plan,Fill prop points.,10/09/2019,43724,BCAR - Structural,,24/04/2020,FormAnswer,FALSE,TRUE,TRUE,FALSE,Medium,,1328,Closed,Design Team
T74906.44,Closed JPC Reviewed,JPC Project Management>EHS Management>01 Inspections,Installing mushroom caps ,10/09/2019,,Quality - Good Observation,Groundworks,12/09/2019,FormAnswer,FALSE,TRUE,TRUE,FALSE,,JPC - Quality - Materials,1328,Closed,Quality
T74906.43,EHS Good Observation,JPC Project Management>EHS Management>01 Inspections,Exclusion zone setup,10/09/2019,,Safety Notice (Green) - Good Observation,Concrete - Formwork,10/09/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,Best Practice,JPC - Safety - Exclusion Zones,1328,Closed,Safety
T74906.42,EHS Good Observation,JPC Project Management>EHS Management>01 Inspections,New access walkway installed on bracken lane,10/09/2019,,Safety Notice (Green) - Good Observation,Main Contractor,10/09/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,Best Practice,JPC - Safety - Access,1328,Closed,Safety
T74906.41,Closed,JPC Project Management>EHS Management>01 Inspections,No safety check fitting on air hose,10/09/2019,,Safety Notice (Amber) - General Issue,Groundworks,12/09/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,Behavioural Failure,JPC - Safety - Plant & Equipment,1328,Closed,Safety
T74906.40,Closed,JPC Project Management>EHS Management>01 Inspections,Access ways blocked with materials ,10/09/2019,,Safety Notice (Amber) - General Issue,Concrete - Formwork,12/09/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,Behavioural Failure,JPC - Safety - Access,1328,Closed,Safety
T74906.39,Closed,JPC Project Management>EHS Management>01 Inspections,No mushroom caps in place ,10/09/2019,,Safety Notice (Amber) - General Issue,Concrete - Formwork,12/09/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,System Failure,JPC - Quality - Materials,1328,Closed,Safety
T74906.38,Closed,JPC Project Management>General Site Plan,Uneven ground for ladder. Work stopped and ground leveled out with mini digger,10/09/2019,,Safety Notice (Amber) - General Issue,Concrete - Formwork,12/09/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,Behavioural Failure,JPC - Safety - Access,1328,Closed,Safety
T1.16767632,Open / Ongoing Works,QC & BC(A)R>ITP 01 Structural>Block 3>Ground Floor Plan,Coni-bar at lift core. There are two pieces of Coni-bar protruding from the lift core walls. To be removed.,10/09/2019,43724,BCAR - Structural,,21/10/2019,FormAnswer,TRUE,FALSE,,TRUE,,,1328,Open,Design Team
T1.16767631,3rd Party Sign Off - Closed,QC & BC(A)R>ITP 01 Structural>Block 3>Ground Floor Plan,"Wall / slab junction along GL F. The packer at the back of the kingpost wall is projecting too high into the bottom of the slab, removing the cover to the bottom reinforcement. Spacers to be installed along the length of GL F to ensure that minimum cover is achieved",10/09/2019,43724,BCAR - Structural,,27/01/2020,FormAnswer,FALSE,FALSE,TRUE,,,,1328,Closed,Design Team
T1.16767630,3rd Party Sign Off - Closed,QC & BC(A)R>ITP 01 Structural>Block 3>Ground Floor Plan,Column at GL F-5 approx. It was noted that there are no starter bars scheduled for this column. Contractor to install 4 H25 for the 350 x 350mm column.,10/09/2019,43724,BCAR - Structural,,27/01/2020,FormAnswer,FALSE,FALSE,TRUE,TRUE,,,1328,Closed,Design Team
T1.16767629,3rd Party Sign Off - Closed,QC & BC(A)R>ITP 01 Structural>Block 3>Ground Floor Plan,Slab detail at the switchroom. It was noted that JPC are forming the slab for the switchroom differently from the design drawings. Slab is being installed at the top of trench level rather than at the bottom of trench level per the design. JPC to verify that the level of the slab is correct. Also to ensure that the reinforcement is left protruding sufficiently to allow for proper connection of the trench reinforcement.,10/09/2019,43724,BCAR - Structural,,27/01/2020,FormAnswer,FALSE,FALSE,TRUE,TRUE,,,1328,Closed,Design Team
T1.16767628,3rd Party Sign Off - Closed,QC & BC(A)R>ITP 01 Structural>Block 3>Ground Floor Plan,"Builders works opes between GL???s 5 and 6. It was noted that JPC have rotated one of the ope from previous drawings. No issue with this. Trimmer bars around the opes to be installed, along with additional reinforcement per detail issued earlier in the week",10/09/2019,43724,BCAR - Structural,,27/01/2020,FormAnswer,FALSE,FALSE,TRUE,TRUE,,,1328,Closed,Design Team
T1.16767627,3rd Party Sign Off - Closed,QC & BC(A)R>ITP 01 Structural>Block 3>Ground Floor Plan,Column at GL D-5. Foam packer has been installed to allow for the ground-beam along GL 5. Packer to be extended for the full width of the column,10/09/2019,43724,BCAR - Structural,,27/01/2020,FormAnswer,FALSE,FALSE,TRUE,TRUE,,,1328,Closed,Design Team
T1.16767626,3rd Party Sign Off - Closed,QC & BC(A)R>ITP 01 Structural>Block 3>Ground Floor Plan,"At GL D4, the Voltex membrane is folded in on top of the retaining wall. Membrane to be either cut or pinned back against the shutter",10/09/2019,43724,BCAR - Structural,,27/01/2020,FormAnswer,FALSE,FALSE,TRUE,TRUE,,,1328,Closed,Design Team
T1.16767624,3rd Party Sign Off - Closed,QC & BC(A)R>ITP 01 Structural>Block 3>1st Floor Plan,Additional rebar around pipe penetration to be installed.,10/09/2019,43724,BCAR - Structural,,09/03/2020,FormAnswer,FALSE,TRUE,TRUE,,,,1328,Closed,Design Team
T1.16767623,3rd Party Sign Off - Closed,QC & BC(A)R>ITP 01 Structural>Block 3>1st Floor Plan,Starter bars for the precast walls above the beam to be installed,10/09/2019,43724,BCAR - Structural,,27/01/2020,FormAnswer,FALSE,FALSE,TRUE,,,,1328,Closed,Design Team
T1.16767622,3rd Party Sign Off - Closed,QC & BC(A)R>ITP 01 Structural>Block 3>1st Floor Plan,U-bars to connect to the insitu slab between GL C and GL D to be installed before the beam is poured,10/09/2019,43724,BCAR - Structural,,27/01/2020,FormAnswer,FALSE,TRUE,TRUE,,,,1328,Closed,Design Team
T1.16767621,3rd Party Sign Off - Closed,QC & BC(A)R>ITP 01 Structural>Block 3>1st Floor Plan,Reinforcement in the perpendicular beam along GL D to be installed and minimum 1/3 of this beam to be poured with the main transfer beam.,10/09/2019,43724,BCAR - Structural,,27/01/2020,FormAnswer,FALSE,TRUE,TRUE,,,,1328,Closed,Design Team
T1.16767620,3rd Party Sign Off - Closed,QC & BC(A)R>ITP 01 Structural>Block 3>1st Floor Plan,Starter bars for the trench on the east side of the beam to be installed prior to pouring. Shuttering on the east side to be completed,10/09/2019,43724,BCAR - Structural,,27/01/2020,FormAnswer,FALSE,TRUE,TRUE,,,,1328,Closed,Design Team
T76201.274,Closed,JPC Project Management>EHS Management>01 Inspections,Edge protection required,09/09/2019,,Safety Notice (Amber) - General Issue,Main Contractor,12/09/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Access,1328,Closed,Safety
T76201.273,Closed,JPC Project Management>EHS Management>01 Inspections,Caps required,09/09/2019,,Safety Notice (Amber) - General Issue,Concrete - Formwork,12/09/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Environmental,1328,Closed,Safety
T76201.272,EHS Good Observation,JPC Project Management>EHS Management>01 Inspections,Good access,09/09/2019,,Safety Notice (Green) - Good Observation,Concrete - Formwork,09/09/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Access,1328,Closed,Safety
T76201.271,Closed,JPC Project Management>EHS Management>01 Inspections,Caps required,09/09/2019,,Safety Notice (Amber) - General Issue,Concrete - Formwork,12/09/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1328,Closed,Safety
T76201.270,Closed,JPC Project Management>EHS Management>01 Inspections,Platform over rebar required,09/09/2019,,Safety Notice (Amber) - General Issue,Main Contractor,12/09/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Access,1328,Closed,Safety
T76201.269,Closed,JPC Project Management>EHS Management>01 Inspections,Back props required?,09/09/2019,,Safety Notice (Amber) - General Issue,Concrete - Formwork,12/09/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Temporary Works,1328,Closed,Safety
T76201.268,Closed,JPC Project Management>EHS Management>01 Inspections,Access not being used,09/09/2019,,Safety Notice (Amber) - General Issue,Groundworks,12/09/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Access,1328,Closed,Safety
T76201.267,Closed JPC Reviewed,JPC Project Management>EHS Management>01 Inspections,Good access to crane dig,09/09/2019,,Quality - Good Observation,Groundworks,12/09/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Access,1328,Closed,Quality
